media,drug,waste,pump_time,hour,vial_drug_mass,dil_rate
0,1,2,1720466908.5852659,2.4961111111111107e-06,0,0
0,1,2,1720466909.0869877,0.00014186083333333333,0,0
0,1,2,1720466909.5876374,0.00028092916666666665,0,0
0,1,2,1720466910.088503,0.00042006166666666664,0,0
0,1,2,1720466910.5902302,0.0005594280555555555,0,0
0,1,2,1720466911.0914996,0.0006986672222222222,0,0
0,1,2,1720466911.592023,0.0008377077777777778,0,0
0,1,2,1720466912.0928352,0.0009768222222222222,0,0
0,1,2,1720466912.5945244,0.0011161777777777776,0,0
0,1,2,1720466913.0954313,0.0012553172222222223,0,0
0,1,2,1720466913.5990603,0.0013952083333333334,0,0
0,1,2,1720466914.0994558,0.001534218611111111,0,0
0,1,2,1720466914.6003256,0.0016733480555555557,0,0
0,1,2,1720466915.1025565,0.0018128502777777777,0,0
0,1,2,1720466915.6028757,0.0019518330555555556,0,0
0,1,2,1720466916.1047852,0.0020912541666666664,0,0
0,1,2,1720466916.6050777,0.0022302224999999998,0,0
0,1,2,1720466917.106024,0.0023693719444444444,0,0
0,1,2,1720466917.6096334,0.0025092658333333334,0,0
0,1,2,1720466918.1105814,0.002648413055555556,0,0
0,1,2,1720466918.6110692,0.002787443611111111,0,0
0,1,2,1720466919.1115956,0.0029264655555555556,0,0
0,1,2,1720466919.6129496,0.003065737222222222,0,0
0,1,2,1720466920.1138988,0.003204893611111111,0,0
0,1,2,1720466920.6147594,0.0033440247222222223,0,0
0,1,2,1720466921.116338,0.0034833508333333334,0,0
0,1,2,1720466921.6177871,0.003622638888888889,0,0
0,1,2,1720466922.118333,0.003761684166666667,0,0
0,1,2,1720466922.6189492,0.0039007447222222224,0,0
0,1,2,1720466923.1195948,0.004039811388888889,0,0
0,1,2,1720466923.6208863,0.004179056666666667,0,0
0,1,2,1720466924.122164,0.004318299444444444,0,0
0,1,2,1720466924.6227975,0.0044573675,0,0
0,1,2,1720466925.1238022,0.004596531944444445,0,0
0,1,2,1720466925.6266649,0.004736216388888889,0,0
0,1,2,1720466926.1272483,0.004875270555555556,0,0
0,1,2,1720466926.6283739,0.005014469999999999,0,0
0,1,2,1720466927.1287143,0.005153455833333334,0,0
0,1,2,1720466927.629957,0.005292683611111112,0,0
0,1,2,1720466928.1306896,0.005431781388888889,0,0
0,1,2,1720466928.6314948,0.0055708925,0,0
0,1,2,1720466929.1332762,0.005710271388888889,0,0
0,1,2,1720466929.635333,0.005849738055555555,0,0
0,1,2,1720466930.134405,0.0059883716666666665,0,0
0,1,2,1720466930.635162,0.006127468333333334,0,0
0,1,2,1720466931.1362464,0.006266658888888888,0,0
0,1,2,1720466931.6375718,0.006405915277777778,0,0
0,1,2,1720466932.1383023,0.0065450080555555555,0,0
