current,average,maxod,time,hour,temp,threads,min
0.016000488296151617,0.016000488296151617,0,1722962348.044586,0.005285156944444445,25.9375,10,0.0
0.01662550737022004,0.01662550737022004,0,1722962368.066153,0.0108466975,26.5,9,0.0
0.016875514999847407,0.016875514999847407,0,1722962388.0897498,0.01640881027777778,26.9375,9,0.0
0.015375469222083193,0.015375469222083193,0,1722962408.1095476,0.02196986638888889,27.5625,9,0.0
0.017625537888729517,0.017625537888729517,0,1722962428.1301415,0.027531141944444445,28.0,9,0.0
0.017000518814661095,0.017000518814661095,0,1722962448.1490033,0.03309193916666667,28.3125,9,0.0
0.016250495925778985,0.016250495925778985,0,1722962468.1654959,0.038652070277777784,29.125,9,0.0
0.016750511185033724,0.016750511185033724,0,1722962488.1889853,0.044214152222222226,29.625,9,0.0
0.01587548448133793,0.01587548448133793,0,1722962508.2135098,0.049776516388888886,30.25,9,0.0
0.01712552262947478,0.01712552262947478,0,1722962528.2367265,0.05533852194444445,30.75,9,0.0
0.016875514999847407,0.016875514999847407,0,1722962548.2581263,0.060900023888888884,31.1875,9,0.0
0.01500045777764214,0.01500045777764214,0,1722962568.282279,0.06646228444444445,31.875,9,0.0
0.014750450148014772,0.014750450148014772,0,1722962588.3010616,0.07202306583333333,32.3125,9,0.0
0.015625476851710562,0.015625476851710562,0,1722962608.3189542,0.07758359083333333,32.875,9,0.0
0.016250495925778985,0.016250495925778985,0,1722962628.3372724,0.0831442288888889,33.25,9,0.0
0.016000488296151617,0.016000488296151617,0,1722962648.4029105,0.08871802388888889,33.625,9,0.0
0.016000488296151617,0.016000488296151617,0,1722962668.5033824,0.09430148638888888,34.0,9,0.0
0.01662550737022004,0.01662550737022004,0,1722962688.6120002,0.09988720055555556,34.25,9,0.0
0.01662550737022004,0.01662550737022004,0,1722962708.779117,0.10548918416666667,34.25,8,0.0
0.01525046540726951,0.01662550737022004,0,1722962728.8198805,0.11105607083333333,34.25,8,0.0
0.014625446333201087,0.014625446333201087,0,1722962748.9590738,0.11665028916666666,34.25,11,0.0
0.016000488296151617,0.016000488296151617,0,1722962768.9975724,0.12221654027777777,34.25,8,0.0
0.015125461592455824,0.015125461592455824,0,1722962789.1445363,0.12781291722222224,34.25,9,0.0
0.014875453962828456,0.014875453962828456,0,1722962809.2097504,0.13338658027777778,34.25,8,0.0
0.014375438703573717,0.014375438703573717,0,1722962829.2286937,0.13894740583333334,34.25,8,0.0
0.01637549974059267,0.01637549974059267,0,1722962849.2516334,0.14450933777777777,34.25,8,0.0
0.014000427259132664,0.014000427259132664,0,1722962869.2788944,0.1500724561111111,34.25,9,0.0
0.014625446333201087,0.014625446333201087,0,1722962889.302641,0.15563461138888887,34.25,8,0.0
0.014750450148014772,0.014750450148014772,0,1722962909.3218884,0.16119551861111112,34.25,8,0.0
0.014875453962828456,0.014875453962828456,0,1722962929.335814,0.16675494138888888,34.25,8,0.0
0.014750450148014772,0.014750450148014772,0,1722962949.450385,0.17234232472222222,34.25,9,0.0
0.015375469222083193,0.015375469222083193,0,1722962969.5587115,0.17792797083333334,34.25,9,0.0
0.015625476851710562,0.015625476851710562,0,1722962989.5527031,0.18348185555555555,34.25,9,0.0
0.016000488296151617,0.016000488296151617,0,1722963009.653607,0.18906544027777777,34.25,8,0.0
0.015750480666524246,0.015750480666524246,0,1722963029.7798479,0.19465606305555558,34.25,8,0.0
0.014875453962828456,0.014875453962828456,0,1722963049.7931437,0.20021531388888889,34.25,8,0.0
0.015500473036896879,0.015500473036896879,0,1722963069.8447943,0.20578520388888888,34.25,8,0.0
0.015375469222083193,0.015375469222083193,0,1722963089.8550756,0.21134362777777776,34.25,8,0.0
0.014375438703573717,0.014375438703573717,0,1722963109.8836644,0.21690712222222222,34.25,8,0.0
0.01500045777764214,0.01500045777764214,0,1722963129.894653,0.22246573027777777,34.25,8,0.0
0.015750480666524246,0.015750480666524246,0,1722963149.908664,0.22802517694444444,34.25,8,0.0
0.015375469222083193,0.015375469222083193,0,1722963169.9208791,0.2335841263888889,34.25,8,0.0
0.015125461592455824,0.015125461592455824,0,1722963189.932786,0.2391429886111111,34.25,8,0.0
0.015625476851710562,0.015625476851710562,0,1722963209.9459224,0.24470219333333335,34.25,8,0.0
0.01587548448133793,0.01587548448133793,0,1722963229.9589553,0.25026136944444444,34.25,8,0.0
0.015500473036896879,0.015500473036896879,0,1722963250.0026395,0.25582906222222224,34.25,8,0.0
